,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,country,salary
29069,41,5,16704,4,9,1,9,1,0,0,0,39,38,0
29070,19,3,3738,4,10,1,12,4,0,0,0,39,38,0
29071,29,3,11373,4,9,0,11,0,1,0,0,49,38,0
29072,6,8,13987,3,3,2,9,1,0,0,0,39,25,0
29073,15,3,5895,4,9,0,11,0,1,68,0,49,38,0
29074,9,3,2322,1,8,2,7,4,1,0,0,39,38,0
29075,35,3,17972,3,2,2,5,1,0,0,0,39,38,0
29076,2,3,12551,1,8,2,7,1,0,0,0,44,38,0
29077,16,3,21594,4,12,0,9,0,1,0,0,59,38,1
29078,43,3,20166,1,8,0,2,0,1,0,0,39,38,0
29079,22,3,8552,4,9,1,3,1,1,0,0,37,38,0
29080,28,3,3737,4,12,1,3,1,1,0,0,44,38,0
29081,20,1,3651,4,9,0,0,4,0,0,0,39,38,0
29082,12,3,6771,4,11,2,12,3,1,0,0,39,38,0
29083,36,3,11325,4,9,0,2,0,1,0,0,65,38,0
29084,29,6,4459,4,9,0,3,0,1,0,37,39,38,0
29085,3,3,18426,4,9,2,13,3,1,0,0,39,38,0
29086,22,3,17932,2,13,2,9,3,0,0,0,39,38,0
29087,31,3,16097,4,9,0,9,5,0,91,0,39,38,1
29088,21,3,8584,1,8,0,2,0,1,68,0,47,38,0
29089,19,3,16041,1,8,0,2,0,1,0,0,44,38,0
29090,36,3,16061,3,3,1,6,4,0,0,0,55,38,0
29091,12,3,14016,1,8,2,2,1,1,0,49,34,38,0
29092,47,3,2581,3,3,0,0,0,1,38,0,49,38,0
29093,17,3,21468,4,9,0,3,0,1,0,0,49,38,1
29094,19,8,14707,1,8,0,9,0,1,0,0,39,38,0
29095,24,1,20621,4,12,1,9,4,0,0,0,39,38,0
29096,17,3,16580,1,8,1,3,4,0,0,0,37,38,0
29097,51,8,7067,3,4,0,9,0,1,0,0,1,38,0
29098,20,3,17981,4,12,0,9,0,1,0,0,49,38,1
29099,5,3,18253,4,9,0,12,0,1,0,0,39,38,0
29100,26,3,6753,3,7,0,2,0,1,0,0,39,38,0
29101,2,8,7012,4,9,2,9,2,0,0,0,29,38,0
29102,19,3,4625,4,9,2,3,1,1,0,0,39,38,0
29103,30,3,11228,1,8,0,11,0,1,0,0,54,38,1
29104,8,3,14841,4,10,2,7,2,0,0,0,39,38,0
29105,16,3,15767,4,9,1,6,1,1,0,0,39,38,0
29106,10,3,3654,4,9,2,6,2,0,0,0,39,38,0
29107,16,3,13884,4,9,2,12,1,1,0,0,68,38,0
29108,7,3,13782,1,8,0,13,3,0,0,0,39,38,0
29109,30,1,10340,4,9,1,9,1,0,0,0,39,38,0
29110,31,4,21250,3,5,0,3,0,1,0,0,39,38,0
29111,11,3,14048,1,8,0,11,0,1,0,0,49,38,0
29112,16,1,12178,4,12,0,9,0,1,0,0,39,38,1
29113,27,3,19431,4,12,0,6,0,1,0,50,39,38,1
29114,16,1,11665,4,10,2,10,1,1,0,0,55,38,0
29115,9,3,11478,4,9,2,0,1,0,0,0,24,38,0
29116,5,3,8705,4,10,2,3,3,1,0,0,39,38,0
29117,17,3,17806,4,9,0,3,0,1,0,0,54,38,1
29118,14,4,18370,4,9,2,3,3,1,0,0,44,38,0
29119,56,8,12824,1,8,1,9,1,0,0,0,14,38,0
29120,21,1,16502,4,10,0,3,0,1,0,0,39,38,0
29121,34,5,1345,4,9,0,9,5,0,0,0,39,38,1
29122,19,3,953,4,9,0,3,0,1,0,0,39,38,0
29123,12,3,11828,4,9,0,10,0,1,94,0,53,38,1
29124,47,5,4165,1,8,0,11,0,1,0,0,14,38,1
29125,7,3,7275,4,9,2,6,3,1,0,0,54,38,0
29126,4,6,13158,4,9,2,3,3,0,0,0,19,38,0
29127,11,3,8214,4,9,0,2,0,1,0,0,59,38,1
29128,1,8,4968,3,6,2,9,3,1,0,0,24,38,0
29129,24,4,4883,1,8,0,2,0,1,0,0,49,38,0
29130,0,3,270,3,4,2,7,3,1,0,0,15,38,0
29131,41,3,18866,0,15,0,9,0,1,0,0,49,38,1
29132,33,5,19223,4,12,0,11,0,1,0,0,7,38,0
29133,13,3,19849,3,6,0,5,1,1,0,0,39,25,0
29134,30,3,17457,1,8,0,2,0,1,0,0,39,38,0
29135,7,3,7169,4,9,2,11,3,1,0,0,19,38,0
29136,33,0,19498,4,9,0,3,0,1,0,0,39,38,0
29137,12,3,12838,2,13,2,9,1,1,0,0,54,33,0
29138,14,5,2814,0,15,0,9,0,1,0,0,39,38,1
29139,23,5,686,1,8,0,4,0,1,0,0,68,38,1
29140,14,3,364,4,9,2,11,1,0,0,0,59,38,0
29141,36,3,19634,3,4,0,6,0,1,0,0,39,38,0
29142,16,3,3292,1,8,2,0,1,0,0,0,39,38,0
29143,26,3,11683,4,12,0,7,0,1,0,0,39,38,0
29144,39,3,4613,4,9,0,3,5,0,94,0,49,38,1
29145,21,3,15341,4,12,0,3,5,0,0,0,49,38,1
29146,1,3,8293,3,6,2,11,3,0,0,0,29,38,0
29147,33,3,3456,1,8,0,3,0,1,0,0,39,38,1
29148,61,3,6689,1,8,1,11,4,0,30,0,11,38,0
29149,10,3,4123,3,6,0,2,0,1,0,0,39,38,0
29150,2,3,21482,4,9,2,11,3,0,0,0,24,38,0
29151,7,6,14091,4,12,2,12,1,0,0,0,39,38,0
29152,3,3,17878,4,9,2,11,3,1,0,25,14,38,0
29153,8,3,15631,2,13,2,9,3,1,0,0,34,38,0
29154,17,3,3984,4,12,1,11,1,0,0,0,49,38,1
29155,13,4,21052,4,10,0,11,0,1,0,0,34,38,0
29156,20,0,7060,2,13,1,9,1,0,0,0,39,38,0
29157,21,3,13417,1,8,0,6,0,1,0,0,47,38,1
29158,50,7,6785,1,8,0,0,0,1,0,0,11,29,0
29159,18,3,14586,1,8,0,13,0,1,0,0,29,38,0
29160,58,5,868,1,8,0,4,0,1,0,0,29,38,0
29161,30,3,2498,4,9,0,3,5,0,0,0,49,38,0
29162,6,3,16139,3,5,0,5,0,1,0,0,39,38,0
29163,34,0,3913,1,8,1,0,1,0,0,0,7,38,0
29164,25,1,21640,1,8,1,7,1,1,0,0,39,38,0
29165,15,3,3969,4,9,0,12,5,0,0,0,31,38,1
29166,37,3,19415,1,8,1,11,4,0,0,0,34,38,0
29167,3,3,11943,4,9,2,5,3,0,0,0,39,38,0
29168,22,3,17234,1,8,0,2,0,1,0,0,39,38,1
29169,24,3,3898,1,8,0,2,0,1,94,0,37,38,1
29170,18,3,3045,1,8,2,6,1,0,0,0,39,38,0
29171,28,1,9249,4,12,0,2,0,1,0,0,34,38,1
29172,10,3,8014,4,12,2,11,1,0,0,0,39,38,0
29173,44,5,12375,3,3,0,11,0,1,0,0,29,38,1
29174,24,3,10516,1,8,2,11,1,1,0,0,49,38,0
29175,5,3,1439,4,9,2,12,3,1,0,0,39,38,0
29176,38,3,9951,4,9,0,2,0,1,108,0,39,38,1
29177,49,8,6295,4,12,0,9,0,1,0,0,5,38,0
29178,8,3,10687,4,9,0,2,0,1,0,0,39,38,0
29179,3,3,17693,4,9,2,7,3,0,0,0,34,38,0
29180,3,3,15495,4,9,2,6,2,0,0,0,34,38,0
29181,50,4,4814,4,12,0,3,0,1,0,0,15,38,0
29182,27,3,17441,4,9,0,11,0,1,0,0,59,38,1
29183,25,3,1024,1,8,0,11,0,1,0,0,59,38,1
29184,12,1,13238,4,9,2,0,1,1,0,0,39,6,0
29185,31,3,12511,4,9,2,2,4,0,0,0,37,38,1
29186,8,3,20573,1,8,2,0,2,0,0,0,39,38,0
29187,14,3,10349,1,8,1,7,4,0,0,0,93,38,1
29188,31,3,5685,4,12,0,11,4,0,0,80,68,38,1
29189,23,3,1827,2,13,1,9,1,1,0,0,19,38,0
29190,9,3,10163,4,9,0,11,0,1,0,0,39,38,0
29191,11,3,2001,1,8,0,7,3,0,0,0,34,38,0
29192,35,3,9012,4,9,0,2,0,1,0,0,39,38,1
29193,24,5,17795,1,8,0,9,0,1,0,0,39,38,0
29194,22,5,1801,4,12,0,4,5,0,0,0,49,38,0
29195,31,3,8167,1,8,2,0,1,0,0,0,15,37,0
29196,2,3,12853,1,8,2,11,1,0,0,0,29,38,0
29197,10,3,923,4,9,0,6,0,1,0,29,39,38,0
29198,42,3,18669,4,10,0,11,0,1,0,37,49,38,0
29199,2,3,16846,4,9,2,11,2,1,0,0,39,38,0
29200,15,3,8473,1,8,2,5,3,1,0,0,49,38,0
29201,22,3,21118,1,8,2,5,2,1,0,0,39,38,0
29202,16,3,17726,1,8,0,2,0,1,0,0,39,38,0
29203,21,3,7759,1,8,2,5,1,1,0,0,39,38,0
29204,10,3,1791,4,9,2,4,3,1,0,0,44,38,0
29205,6,3,18696,1,8,2,3,3,0,0,0,44,38,0
29206,42,8,11061,4,10,1,9,1,1,0,0,47,38,0
29207,8,1,5926,4,12,2,0,1,1,0,0,19,18,0
29208,20,4,3704,4,11,0,11,0,1,0,0,67,38,0
29209,14,3,13688,1,8,0,13,0,1,0,0,64,38,0
29210,7,3,15244,4,11,2,11,3,0,0,0,36,38,0
29211,36,1,8889,4,12,1,0,4,0,0,0,37,5,0
29212,9,3,14887,4,9,2,5,2,1,0,0,39,38,0
29213,8,3,16814,4,9,0,0,5,0,0,0,39,38,1
29214,42,3,3609,3,6,2,6,1,1,0,0,39,38,0
29215,22,0,5263,1,8,1,0,4,0,0,0,39,38,0
29216,11,3,10503,4,9,2,5,3,1,0,0,39,38,0
29217,5,3,18409,1,8,2,5,1,1,0,0,39,38,0
29218,3,3,15595,1,8,2,2,2,1,0,0,39,7,0
29219,8,3,6323,4,9,2,7,3,0,0,0,39,38,0
29220,10,3,20076,4,9,2,2,4,1,0,0,49,38,0
29221,3,3,15384,1,8,2,11,4,1,0,0,39,38,0
29222,46,8,9077,4,9,1,9,1,0,0,0,23,38,0
29223,26,5,8550,3,5,1,4,4,1,0,0,24,38,0
29224,22,3,13339,4,9,1,0,1,0,0,0,39,38,0
29225,10,3,10894,4,12,2,9,1,1,0,0,44,38,0
29226,0,3,14220,3,5,2,11,3,0,0,0,4,38,0
29227,23,6,7126,2,14,0,9,0,1,0,0,69,38,0
29228,33,3,13916,4,9,0,2,0,1,0,0,47,38,1
29229,6,4,12905,4,12,2,0,3,0,0,0,34,38,0
29230,43,3,10341,1,8,0,11,0,1,91,0,64,38,1
29231,13,3,17086,1,8,2,3,1,0,0,0,39,38,0
29232,7,3,12795,1,8,0,5,0,1,0,0,49,38,0
29233,6,3,579,4,12,2,0,3,0,0,0,19,38,0
29234,7,3,16639,4,12,0,9,0,1,77,0,29,38,0
29235,28,5,17172,4,12,0,2,0,1,0,0,19,38,0
29236,41,4,2698,4,9,0,3,0,1,91,0,59,38,1
29237,5,3,5018,4,9,2,11,2,1,0,0,19,38,0
29238,24,3,11386,4,9,2,5,1,1,0,0,39,38,0
29239,31,3,21033,3,3,0,6,0,1,0,0,39,38,1
29240,14,3,11842,1,8,1,6,2,1,0,0,39,38,0
29241,16,3,7689,2,14,0,9,0,1,0,50,49,38,1
29242,32,4,18729,4,12,0,3,0,1,0,0,49,38,0
29243,13,3,8473,4,12,0,9,0,1,94,0,49,38,1
29244,21,3,1996,1,8,2,2,1,1,0,0,39,38,0
29245,41,1,594,1,8,0,13,0,1,0,0,47,38,0
29246,41,3,7155,4,12,1,9,1,0,0,0,49,38,0
29247,44,5,12935,1,8,0,3,0,1,0,0,39,38,0
29248,41,3,9654,1,8,0,11,0,1,94,0,39,38,1
29249,15,3,13362,4,10,0,12,0,1,0,0,44,38,1
29250,16,5,10293,1,8,1,2,1,1,0,0,49,38,0
29251,11,3,18341,4,12,1,3,1,0,0,0,49,38,1
29252,5,3,3260,4,9,2,7,3,0,0,0,10,38,0
29253,18,3,11170,1,8,0,2,0,1,0,0,39,38,1
29254,42,3,9529,1,8,0,11,0,1,0,0,54,38,0
29255,28,4,10527,2,14,0,3,0,1,94,0,39,38,1
29256,33,5,13944,1,8,0,11,0,1,0,0,39,38,0
29257,39,4,556,3,7,1,3,1,0,0,0,39,38,0
29258,19,5,7782,1,8,2,2,1,1,0,0,39,38,0
29259,1,8,20437,3,5,2,9,3,1,0,0,29,38,0
29260,11,3,18687,4,9,0,11,0,1,0,0,59,38,0
29261,25,3,15676,4,10,0,9,0,1,0,0,39,38,1
29262,43,3,13343,1,8,0,7,0,1,0,0,39,38,0
29263,24,4,15055,4,9,0,11,0,1,0,0,86,38,0
29264,25,3,9573,4,12,0,12,0,1,91,0,44,38,1
29265,19,3,7645,1,8,0,2,0,1,0,0,54,38,1
29266,35,1,3245,2,13,0,9,0,1,0,0,39,38,1
29267,25,5,16106,1,8,0,13,0,1,0,0,39,38,0
29268,9,1,2458,4,9,0,10,0,1,0,0,54,38,1
29269,14,1,6814,4,12,1,9,4,0,0,0,39,38,0
29270,30,3,14722,3,2,1,11,4,0,0,0,39,25,0
29271,18,3,14217,4,9,0,6,0,1,0,0,49,38,0
29272,2,3,2328,3,4,2,5,3,1,0,0,24,38,0
29273,42,5,2818,4,9,0,11,5,0,0,0,76,38,1
29274,21,3,13298,4,12,0,3,0,1,0,0,39,38,1
29275,19,3,12844,4,12,0,3,0,1,0,0,49,38,0
29276,18,3,20566,2,13,2,3,1,0,0,0,54,38,0
29277,22,3,5159,1,8,0,4,0,1,0,0,29,38,0
29278,47,3,5122,4,9,1,7,1,1,0,0,39,38,0
29279,0,1,1072,3,5,2,7,3,0,0,0,24,38,0
29280,32,3,7862,4,9,0,7,0,1,0,0,31,38,0
29281,2,3,8943,4,9,2,7,3,0,0,0,24,38,0
29282,19,5,10494,1,8,0,9,5,0,51,0,39,38,0
29283,9,3,16351,1,8,2,5,1,1,0,0,44,38,0
29284,10,3,10308,3,2,2,8,2,0,26,0,39,7,0
29285,49,3,4980,4,12,0,9,0,1,111,0,39,38,1
29286,21,3,18874,3,3,0,0,0,1,0,0,39,38,0
29287,8,3,14993,4,12,2,3,2,0,0,0,24,38,0
29288,2,3,3922,1,8,2,9,1,0,0,0,39,38,0
29289,13,3,19152,4,11,2,2,1,1,73,0,49,38,1
29290,5,3,9572,4,10,2,3,4,1,0,0,39,34,0
29291,43,3,12965,4,9,1,2,3,1,0,0,43,38,1
29292,37,3,18494,4,9,0,12,0,1,0,50,17,38,1
29293,29,3,14409,1,8,1,2,1,1,0,0,36,38,0
29294,16,6,507,4,9,2,7,3,1,0,0,39,38,0
29295,34,1,8047,2,13,1,3,1,0,0,0,39,38,0
29296,26,3,10564,2,14,0,9,0,1,108,0,59,38,1
29297,1,8,16278,1,8,2,9,3,0,0,0,29,38,0
29298,43,4,8523,1,8,0,4,0,1,0,0,24,38,0
29299,22,5,7630,1,8,0,4,0,1,0,0,59,38,0
29300,6,3,3343,4,12,2,12,3,0,53,0,39,38,0
29301,22,3,10141,4,11,2,12,1,0,0,0,39,38,0
29302,23,1,2558,4,9,2,3,1,1,0,0,39,38,0
29303,31,3,8996,4,9,0,3,0,1,0,0,64,38,1
29304,7,3,1277,1,8,2,5,2,1,0,0,39,38,0
29305,15,3,6340,1,8,1,5,1,1,0,0,39,38,0
29306,14,5,15323,4,9,0,2,0,1,0,0,59,38,0
29307,22,3,10416,1,8,2,6,1,1,0,0,39,38,0
29308,10,3,19259,2,13,2,3,3,0,0,0,39,38,0
29309,28,6,18633,2,13,2,0,1,1,0,0,37,38,0
29310,5,8,18655,1,8,1,9,2,0,0,0,39,38,0
29311,14,3,12593,4,12,2,2,1,1,0,0,39,39,0
29312,46,3,6432,1,8,1,3,1,0,0,0,39,38,0
29313,28,3,17722,4,12,0,3,0,1,0,0,49,38,1
29314,11,6,11607,4,9,1,0,4,0,0,0,49,38,0
29315,6,3,6399,4,12,2,11,3,0,0,0,39,38,0
29316,33,3,7468,1,8,0,2,0,1,0,0,43,38,1
29317,16,3,4095,3,7,0,10,0,1,0,0,39,38,0
29318,5,8,6844,4,9,2,9,3,1,0,0,39,38,0
29319,10,3,20455,4,12,2,11,1,1,104,0,45,38,1
29320,12,3,2907,4,9,0,13,0,1,0,0,39,38,0
29321,19,3,18532,1,8,1,0,4,0,0,0,34,38,0
29322,43,3,21409,3,1,0,2,0,1,0,0,39,25,1
29323,29,3,12282,4,12,0,13,0,1,0,0,49,38,0
29324,50,8,3773,2,13,1,9,1,0,0,0,39,38,0
29325,3,8,6564,4,9,2,9,3,0,0,0,14,9,0
29326,6,3,1781,4,12,2,11,3,1,0,0,54,38,0
29327,21,4,10121,1,8,0,3,0,1,0,0,49,38,0
29328,43,3,11156,2,14,0,3,0,1,0,0,39,38,1
29329,3,5,1727,4,9,2,2,1,0,0,0,34,38,0
29330,20,3,13838,4,9,1,6,4,0,0,0,47,38,0
29331,20,3,14691,1,8,2,2,4,1,0,0,39,38,0
29332,41,3,12736,1,8,0,2,0,1,0,0,39,38,0
29333,8,3,1144,4,12,2,2,3,1,0,0,29,1,0
29334,10,3,3235,4,9,2,0,4,0,0,0,59,38,0
29335,16,3,18966,4,9,0,6,0,1,0,0,54,38,0
29336,26,6,447,4,9,1,0,1,0,0,0,39,38,0
29337,4,0,10618,4,9,2,12,3,1,0,0,19,38,0
29338,28,3,14262,1,8,0,2,0,1,0,0,39,25,0
29339,27,3,14564,3,2,0,6,0,1,0,0,39,38,0
29340,35,8,5735,3,3,0,9,0,1,0,0,39,38,0
29341,36,3,19618,1,8,1,9,1,1,73,0,45,38,1
29342,14,3,11056,1,8,2,7,3,0,0,0,19,38,0
29343,1,0,4002,3,6,2,7,3,1,0,0,14,29,0
29344,3,3,5979,1,8,2,7,3,0,0,0,29,38,0
29345,15,3,1670,1,8,2,6,1,1,0,0,39,38,0
29346,31,3,21311,3,5,0,13,0,1,0,0,39,38,0
29347,29,3,21523,1,8,0,7,0,1,0,0,39,38,0
29348,11,3,9858,1,8,0,6,0,1,0,0,49,38,0
29349,10,5,19875,1,8,2,11,1,1,0,0,39,38,0
29350,1,0,17542,4,9,2,11,3,0,0,0,31,38,0
29351,52,5,11069,1,8,0,3,0,1,98,0,11,38,1
29352,33,4,16243,2,13,0,11,0,1,0,0,39,38,1
29353,26,3,7218,1,8,0,6,5,0,0,0,39,11,0
29354,15,3,13686,4,12,1,11,4,0,0,0,29,38,0
29355,26,3,9656,1,8,1,3,1,0,0,0,47,38,0
29356,35,5,6898,1,8,0,11,0,1,94,0,54,38,1
29357,33,3,10102,4,12,0,3,0,1,0,0,39,38,1
29358,18,3,6967,4,9,1,3,1,0,0,0,39,38,1
29359,3,8,9875,1,8,2,9,3,0,0,0,4,38,0
29360,56,8,5848,1,8,1,9,1,0,0,0,64,38,0
29361,29,3,8897,1,8,1,0,3,0,0,0,44,38,0
29362,41,3,13234,1,8,0,13,0,1,0,0,59,38,1
29363,29,4,11953,2,14,0,9,0,1,108,0,59,38,1
29364,23,3,8821,1,8,2,2,1,1,0,0,49,38,0
29365,8,3,16828,4,12,2,0,3,1,0,0,39,38,0
29366,5,3,19284,4,11,2,0,1,0,0,0,24,38,0
29367,16,0,2710,4,12,0,9,0,1,0,0,39,38,0
29368,32,0,15234,4,10,0,2,0,1,0,0,39,38,0
29369,45,3,3325,3,5,1,9,4,0,0,0,39,38,0
29370,39,1,8320,4,9,1,10,1,1,0,0,47,38,0
29371,7,3,3068,1,8,2,13,4,0,0,0,39,25,0
29372,25,3,66,1,8,2,7,1,0,0,0,39,38,0
29373,24,3,10520,2,13,1,3,4,0,0,0,39,38,0
29374,6,3,13853,4,12,2,7,1,1,0,0,65,6,0
29375,5,8,6034,4,9,2,9,3,1,0,0,39,38,0
29376,18,3,19301,4,12,2,0,2,1,0,0,39,38,0
29377,25,3,18687,1,8,0,5,2,1,0,0,39,38,0
29378,5,3,17680,1,8,2,6,3,1,0,0,39,25,0
29379,15,5,817,1,8,0,2,0,1,0,0,49,38,0
29380,8,3,20755,1,8,2,2,3,1,0,0,39,38,0
29381,49,3,10323,3,2,1,8,1,0,0,0,14,38,0
29382,9,6,18058,1,8,0,10,0,1,0,0,37,38,0
29383,29,3,2179,4,9,1,13,3,1,53,0,54,38,0
29384,38,3,11599,4,12,0,3,0,1,0,0,44,38,1
29385,7,3,76,1,8,0,2,0,1,0,0,39,38,0
29386,8,3,10316,1,8,2,11,4,1,0,0,39,38,0
29387,5,3,4679,4,9,2,0,1,0,0,0,39,38,0
29388,14,3,12494,1,8,2,7,1,1,0,0,39,38,0
29389,13,3,17175,1,8,1,0,1,0,0,0,39,38,0
29390,37,3,7112,1,8,2,7,1,1,0,0,14,38,0
29391,2,8,12699,4,9,2,9,3,0,0,0,39,38,0
29392,39,3,3371,3,4,1,2,1,0,0,0,39,38,1
29393,30,3,3423,1,8,0,2,0,1,0,0,59,23,0
29394,12,3,15373,1,8,0,2,0,1,0,0,39,38,0
29395,36,3,7879,1,8,0,2,0,1,0,0,39,38,0
29396,5,3,11562,1,8,2,6,4,0,0,0,39,38,0
29397,33,8,13175,4,12,0,9,0,1,0,47,59,38,1
29398,25,3,19554,1,8,1,3,1,0,0,0,39,38,1
29399,4,3,16878,4,9,2,11,2,1,0,0,39,38,0
29400,19,4,9113,1,8,2,7,1,0,0,0,68,38,0
29401,43,3,11488,3,2,0,11,0,1,0,0,39,38,1
29402,52,3,13910,4,10,1,11,1,0,0,0,24,38,0
29403,14,3,4915,1,8,0,13,0,1,0,0,39,38,0
29404,31,3,5985,4,9,1,0,4,0,0,0,54,38,0
29405,6,3,2002,1,8,2,3,1,0,0,0,39,38,0
29406,7,3,15837,4,11,1,2,4,1,97,0,39,38,1
29407,30,3,21497,1,8,0,0,0,1,0,0,39,38,1
29408,19,3,2289,1,8,2,6,4,0,0,0,39,38,0
29409,22,3,18456,4,11,0,3,0,1,0,0,49,38,1
29410,5,3,11233,1,8,2,13,1,0,0,0,45,38,0
29411,10,3,17486,4,12,2,11,1,1,100,0,44,38,1
29412,19,3,21013,1,8,0,6,0,1,0,0,39,38,0
29413,37,3,20853,3,1,0,7,0,1,0,0,39,25,0
29414,16,0,3461,1,8,1,0,4,0,0,0,39,38,0
29415,25,3,8058,1,8,0,9,0,1,94,0,49,38,1
29416,35,3,7441,4,9,0,11,0,1,0,0,64,38,0
29417,6,3,13558,4,12,2,11,3,1,0,0,31,38,0
29418,16,3,15168,3,1,0,5,0,1,0,0,39,25,0
29419,13,3,10374,4,10,1,0,1,0,0,0,37,38,0
29420,18,3,13906,4,10,0,12,0,1,0,0,37,22,0
29421,18,8,6975,4,10,0,9,5,0,0,0,19,38,1
29422,10,3,8042,1,8,2,5,3,1,0,0,36,38,0
29423,7,3,3187,1,8,2,7,3,1,0,0,34,38,0
29424,27,1,7827,1,8,0,6,0,1,0,0,39,38,0
29425,45,3,6899,4,10,1,8,1,0,0,0,19,38,0
29426,28,3,420,4,12,0,3,0,1,108,0,39,38,1
29427,58,5,13921,1,8,0,4,0,1,0,0,19,38,0
29428,30,3,11952,4,12,0,9,0,1,0,0,49,38,0
29429,47,3,11967,2,14,0,3,0,1,0,0,59,38,0
29430,37,3,4113,1,8,1,12,1,1,0,0,41,38,1
29431,24,0,21355,4,12,0,3,0,1,0,0,39,38,1
29432,16,3,10376,4,11,0,2,0,1,0,0,39,38,0
29433,3,3,16184,4,9,2,0,3,0,0,0,9,38,0
29434,34,3,10274,4,12,1,11,1,1,0,0,49,38,1
29435,28,4,5673,2,14,2,2,1,1,0,0,49,38,1
29436,1,8,161,3,6,2,9,3,1,0,0,69,38,0
29437,26,3,21461,3,5,0,13,0,1,0,0,39,40,0
29438,13,3,3247,1,8,2,2,3,1,0,18,39,38,0
29439,15,3,14558,1,8,1,0,3,0,0,0,39,38,0
29440,28,3,1388,4,9,0,2,0,1,0,47,39,38,1
29441,44,3,18747,4,9,1,11,1,0,0,0,39,38,0
29442,4,3,12741,3,1,0,7,2,1,0,0,39,8,0
29443,39,3,17170,3,6,1,2,1,1,0,0,48,38,0
29444,11,3,516,1,8,2,5,2,1,0,0,59,38,0
29445,6,3,12349,4,9,2,5,3,0,0,0,39,38,0
29446,38,3,11630,4,9,0,13,0,1,0,0,79,38,0
29447,10,8,21323,4,9,0,9,0,1,0,4,19,25,0
29448,16,3,19963,1,8,2,13,1,1,0,0,68,38,0
29449,5,3,7773,4,9,2,0,3,0,0,0,19,38,0
29450,26,1,8135,4,10,0,3,0,1,0,0,39,38,0
29451,15,5,2070,1,8,1,3,4,0,0,0,39,38,0
29452,21,3,11627,4,9,0,11,5,0,0,0,39,38,0
29453,1,3,18967,3,4,2,4,3,1,0,0,19,38,0
29454,18,3,4342,4,9,0,2,0,1,0,0,49,38,1
29455,50,8,1699,1,8,1,9,1,0,0,0,39,38,0
29456,12,3,4522,1,8,1,6,3,0,0,0,39,38,0
29457,2,3,19419,3,1,2,5,1,1,0,0,54,25,0
29458,22,3,9202,3,6,0,2,0,1,0,0,34,38,0
29459,12,3,14974,4,9,0,3,0,1,0,46,49,38,1
29460,28,4,1105,2,14,0,9,0,1,0,0,54,38,1
29461,27,3,17397,4,9,0,6,0,1,50,0,39,38,1
29462,25,1,12291,3,3,0,2,0,1,0,0,39,38,0
29463,17,3,15829,4,12,2,11,1,1,0,0,39,38,0
29464,35,1,15442,4,12,0,12,0,1,0,0,39,38,0
29465,1,8,18630,3,6,2,9,3,1,0,0,24,38,0
29466,47,3,1977,1,8,0,4,0,1,0,0,24,9,0
29467,13,3,109,4,12,0,11,0,1,0,0,44,38,1
29468,26,1,10548,4,12,1,3,4,1,0,0,41,10,0
29469,32,5,5682,4,9,2,2,4,1,0,0,39,38,0
29470,18,3,17583,4,9,0,9,0,1,0,0,39,38,1
29471,20,5,19672,2,14,0,9,0,1,0,0,49,38,1
29472,32,3,12105,3,3,0,5,0,1,0,0,39,38,0
29473,2,3,19102,3,6,1,7,3,0,0,0,39,38,0
29474,5,3,13307,4,12,2,3,3,1,27,0,3,38,0
29475,14,3,2067,1,8,2,7,3,1,0,0,39,38,0
29476,9,3,14674,4,9,0,2,0,1,0,0,39,38,0
29477,27,3,759,4,9,0,11,0,1,0,0,54,38,0
29478,21,3,10064,4,9,0,7,5,0,0,0,39,38,0
29479,16,5,19928,1,8,0,11,0,1,0,0,59,38,0
29480,7,8,6888,1,8,1,9,4,0,0,0,36,38,0
29481,1,3,17047,3,7,2,7,3,1,0,0,19,38,0
29482,15,3,16571,4,10,1,12,4,0,0,0,39,38,0
29483,10,3,5489,1,8,1,0,1,0,0,0,39,38,0
29484,11,6,2711,2,13,0,3,0,1,0,0,39,22,0
29485,13,5,21532,4,10,2,2,1,1,0,0,39,38,0
29486,16,3,5828,1,8,2,7,1,1,0,0,37,38,0
29487,57,3,2979,2,13,1,11,1,0,0,0,9,38,0
29488,19,3,8710,1,8,2,2,1,1,0,0,68,34,0
29489,19,3,6885,4,11,0,12,0,1,0,0,54,38,0
29490,12,3,15645,1,8,0,0,5,0,0,56,19,38,0
29491,22,3,16741,4,12,1,3,4,0,0,0,44,38,0
29492,8,4,6553,4,12,2,11,1,1,0,0,76,38,0
29493,4,3,1910,1,8,1,4,3,1,0,0,39,38,0
29494,22,6,7207,4,10,2,3,4,0,0,0,49,38,0
29495,21,3,8604,4,9,1,9,1,0,0,0,31,38,0
29496,3,3,14888,1,8,2,11,1,0,0,0,24,38,0
29497,34,3,18465,1,8,1,2,1,1,0,0,39,38,0
29498,4,3,674,1,8,2,0,4,0,0,0,39,38,0
29499,19,3,11533,4,9,2,9,1,0,0,0,39,38,0
29500,33,3,18650,1,8,1,7,4,0,0,0,39,38,0
29501,21,3,14438,1,8,0,3,0,1,0,0,54,38,1
29502,8,1,21226,4,12,2,9,1,0,0,0,39,38,0
29503,6,3,8834,4,9,2,11,3,0,0,0,14,38,0
29504,19,3,18456,4,12,0,3,0,1,0,0,54,38,1
